first,name,organization,image (please don't edit),bioguide,twitter,state,phone,email,party affiliation,office 1,office 1 phone,office 1 geo,office 2,office 2 phone,office 2 geo,office 3,office 3 phone,office 3 geo,office 4,office 4 phone,office 4 geo,office 5,office 5 phone,office 5 geo,office 6,office 6 phone,office 6 geo,office 7,office 7 phone,office 7 geo,office 8,office 8 phone,office 8 geo,Event 1,Event 2,EFF score -4 (to,First cloture vote USAF,,,sp/co FISA Courts Reform Act (+3),"sp/co S. 1551, IOSRA (+4)",sp/co FISA Improvements Act (-4),sp/co FISA Transparency & Modernization Act (-4),sp/co Surveillance State Repeal Act (2014 or 2015) (+4),sp/co USA FREEDOM prior to 2014-05-18 (+2),voted for Conyers/Amash amendment (+4),voted for House version of USA Freedom 2014 (-2),voted for Massie-Lofgren amendment 2014 (+3),Sp/co whistleblower protection for IC employees/contractors,1st USAF cloture vote,Straight reauth,Sp/co FISA Reform Act,Amdmt 1449: Data retention,Amdmt 1450: Extend implementation to 1yr,Amdmt 1451: Gut amicus,Final passage USAF,Sp/co 702 reforms (+4),Massie-Lofgrenamdmt to HR2685: Defund 702 (+3/-3),Massie-Lofgren amdmt on HR4870: No Encryption Backdoors (+3/-3),Total points,Grade,,,
Sherrod,Brown,Senate,ohbrownsherrod.jpg,B000944,SenSherrodBrown,Ohio,(202) 224-2315,http://www.brown.senate.gov/contact/,Democrat,"425 Walnut Street, Suite 2310
Cincinnati, OH 45202",513-684-1021,"39.1008769,-84.5115223","801 West Superior Avenue, Suite 1400
Cleveland, OH 44113",216-522-7272,"41.4961829,-81.6972642","200 West Erie Avenue, Suite 312
Lorain, OH 44052",440-242-4100,"41.4685695,-82.1792684","200 North High Street, Room 614
Columbus, OH 43215",614-469-2083,"39.966703,-83.000987",,,,,,,,,,,,,June 3: http://politicalpartytime.org/party/39357/,,-,1,,,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,8,B,,,
Julia,Brownley,House,cabrownleyjulia.jpg,B001285,JuliaBrownley26,California,,,Democrat,,,"420 Green Avenue
Orange, TX 77630-5803",409-883-8075 ,"30.093311,-93.7330474","203 Ivy Avenue, Suite 600
Deer Park, TX 77536
", (832) 780-0966,"29.6610581,-95.1121365","Tyler County Courthouse
100 W. Bluff Drive
Woodville, TX 75979
", (844) 303-8934,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-5,D,,,
Vern,Buchanan,House,flbuchananvern.jpg,B001260,VernBuchanan,Florida,,,Republican,,,"5285 Shawnee Road, Suite 250
Alexandria, VA 22312",703-658-5403 ,"38.8086472,-77.1650505",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
Ken,Buck,House,cobuckken.jpg,B001297,,Colorado, ,,Republican,,,"711 East Grand River Avenue, Suite A
Brighton, MI 48116",810-227-8600,"42.5249828,-83.7760369",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,8,B,,,
Larry,Bucshon,House,inbucshonlarryd.jpg,B001275,RepLarryBucshon,Indiana,,,Republican,,,"1050 Main Street
Dubuque, IA 52001",563-557-7789 ,"42.502919,-90.6681282","310 3rd Street SE
Cedar Rapids, IA 52401",319-364-2288 ,"41.9773904,-91.6653664","515 Main Street, Suite D
Cedar Falls, IA 50613",319-266-6925,"42.533654,-92.445915",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,-3,3,2,C-,,,
Michael,Burgess,House,txburgessmichaelc.jpg,B001248,MichaelCBurgess,Texas,,,Republican,,,"23 Public Square, Suite 404
Belleville, IL 62220",618-233-8026,"38.5139437,-89.983579","2060 Delmar Avenue, Suite B
Granite City, IL 62040",618-451-7065,"38.7028849,-90.1485062","300 East Main Street, Hunter Building - Suite 4
Carbondale, IL 62901",618-457-5787,"37.7272727,-89.2167501","1330 Swanwick Street
Chester, IL 62233",618-826-3043,"37.9149792,-89.820503",,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,4,4,3,3,23,A+,,,
Richard,Burr,Senate,ncburrrichard.jpg,B001135,SenatorBurr,North Carolina,(202) 224-3154,http://www.burr.senate.gov/contact/email,Republican,"201 North Front Street, Suite 809
Wilmington, NC 28401",888-848-1833,"34.2376755,-77.9492271","100 Coast Line Street, Room 210
Rocky Mount, NC 27804",252-977-9522,"35.9379802,-77.7977748","2000 West First Street, Suite 508
Winston-Salem, NC 27104",800-685-8916 ,"36.0960888,-80.2748745",,,,,,,,,,,,,,,,,,-,-4,,,0,0,0,0,0,0,0,0,0,0,-4,-3,0,-3,-2,-3,-4,0,0,0,-19,F,,,
Cheri,Bustos,House,ilbustoscheri.jpg,B001286,RepCheri,Illinois,,,Democrat,,,"801 Old York Road, Suite 212
Jenkintown, PA 19046",215-517-6572 ,"40.1050919,-75.124383","7712 Castor Avenue
Philadelphia, PA 19152",215-335-3355 ,"40.057951,-75.060214",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,3,-3,-1,D+,,,
G.K.,Butterfield,House,ncbutterfieldgkjr.jpg,B001251,GKButterfield,North Carolina,,,Democrat,,,"900 Castleton Road, Suite 112
Castle Rock, CO 80109",720-639-9165,"39.409205,-104.8685573","1122 9th Street, Suite 204
Greeley, CO 80631",970-702-2136,"40.423636,-104.697493","302 North 3rd Street
Sterling, CO 80751",970-762-0109 ,"40.6262929,-103.206208",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
Bradley,Byrne,House,albyrnebradley.jpg,B001289,,Alabama,,,Republican,,,"4160 Temescal Canyon Road, Suite 214
Corona, CA 92883",951-277-0042,"33.818817,-117.5084833",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
Ken,Calvert,House,cacalvertken.jpg,C000059,KenCalvert,California,,,Republican,,,"441 Vine Street, Suite 3003
Cincinnati, OH 45202",513-684-2723 ,"39.100836,-84.513238","11 South Broadway
Lebanon, OH 45036",513-421-8704 ,"39.4341627,-84.2086264",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,-3,-5,D,,,
Maria,Cantwell,Senate,wacantwellmaria.jpg,C000127,SenatorCantwell,Washington,(202) 224-3441,http://www.cantwell.senate.gov/public/index.cfm/email-maria,Democrat,"915 Second Avenue, Suite 3206
Seattle, WA 98174",206-220-6400,"47.6046037,-122.3356036","825 Jadwin Avenue, #206
Richland, WA 99352",509-946-8106,"46.2778934,-119.2757669","2930 Wetmore Avenue, Suite 9B
Everett, WA 98201",425-303-0114,"47.9782095,-122.2076462","U.S. Courthouse, # 697
West 920 Riverside
Spokane, WA 99201",509-353-2507,"47.6585988,-117.4260117","Marshall House
1313 Officers Row
Vancouver, WA 98661",360-696-7838,"45.6275342,-122.6574116","950 Pacific Avenue, Suite 615
Tacoma, WA 98402",253-572-2281,"47.2535399,-122.4390892",,,,,,,,,-,1,,,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,8,B,,,
Shelley,Capito,Senate,wvcapitoshelley.jpg,C001047,sencapito,West Virginia,(202) 224-6472,http://www.capito.senate.gov/content/contact-shelley,Republican,"217 West King Street, Suite 307
Martinsburg, WV 25401-3211",304-262-9285,"39.456467,-77.966178","405 Capitol Street, Suite 508
Charleston, WV 25301-1749",304-347-5372,"38.3517711,-81.6319612",,,,,,,,,,,,,,,,,,,,,-4,-4,,,0,0,0,0,0,0,0,-2,3,0,-4,-3,0,-3,-2,-3,1,0,0,3,-10,F,,,
Lois,Capps,House,cacappslois.jpg,C001036,RepLoisCapps,California,,,Democrat,,,"176 Brooks Boulevard
Santee, SC 29142",803-854-4700,"33.4737495,-80.4819564","130 West Main Street
Kingstree, SC 29556",843-355-1211 ,"33.6637604,-79.8313355","1225 Lady Street, Suite 200
Columbia, SC 29201-3415",803-799-1100 ,"34.0032939,-81.03312",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,7,B,,,
Michael,Capuano,House,macapuanomichaele.jpg,C001037,,Massachusetts,,,Democrat,,,"33300 Warren Road, Suite 13
Westland, MI 48185",734-675-4084 ,"42.339678,-83.3701998","Federal Building, Room 669
231 West Lafayette
Detroit, MI 48226-2776",313-961-5670,"42.3303626,-83.0496208",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,2,4,0,3,0,0,0,0,0,0,0,4,4,3,3,27,A+,,,
Tony,Cárdenas,House,cacardenastony.jpg,C001097,RepCardenas,California,,,Democrat,,,"605 Church Street
Nashville, TN 32719",615-736-5295,"36.1623269,-86.7817797",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
Benjamin,Cardin,Senate,mdcardinbenjaminl.jpg,C000141,SenatorCardin,Maryland,(202) 224-4524,http://www.cardin.senate.gov/contact/,Democrat,"100 South Charles Street, Tower I Suite 1710
Baltimore, MD 21201",410-962-4436 ,"39.292082,-76.6159231","10201 Martin Luther King Jr. Highway, Suite 210
Bowie, MD 20720
",301-860-0414,"38.9551771,-76.8279878","129 East Main Street PO Box 11, Suite 115
Salisbury, MD 21801",410-546-4250,"38.365859,-75.599214","13 Canal Street, Room 305
Cumberland, MD 21502",301-777-2957,"39.6495183,-78.763648","451 Hungerford Drive, Suite 230
Rockville, MD 20850
",301-762-2974,"39.0895765,-77.1511044",,,,,,,,,,,,-,1,,,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,8,B,,,
John,Carney,House,decarneyjohncjr.jpg,C001083,JohnCarneyde,Delaware,,,Democrat,,,"Ellicott Mills Post Office, Room 102
8267 Main Street
Ellicott City, MD 21043-8267",410-465-8259 ,"39.2675002,-76.7991458","1010 Park Avenue, Suite 105
Baltimore, MD 21201",410-685-9199,"39.3030643,-76.6191103","754 Frederick Road
Catonsville, MD 21228-4504",410-719-8777,"39.2717805,-76.7327485",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,-3,3,2,C-,,,
Thomas,Carper,Senate,decarperthomasr.jpg,C000174,SenatorCarper,Delaware,(202) 224-2441,http://www.carper.senate.gov/public/index.cfm/email-senator-carper,Democrat,"301 North Walnut Street
Suite 102L-1 
Wilmington, DE 19801-3974",(302) 573-6291,"39.7391071,-75.5492253","500 West Loockerman Street
Suite 470 
Dover, DE 19904",(302) 674-3308,"39.1566952,-75.5312889","12 The Circle 
Georgetown, DE 19947",(302) 856-7690,"38.6902745,-75.3852914",,,,,,,,,,,,,,,,,,-,1,,,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,8,B,,,
André,Carson,House,incarsonandred.jpg,C001072,RepAndreCarson,Indiana,,,Democrat,,,"1101 South Broadway, Suite A
Santa Maria, CA 93454",805-349-3832 ,"34.940253,-120.436387","1411 Marsh Street, Suite 205
San Luis Obispo, CA 93401-2957",805-546-8348,"35.2839393,-120.6537974","301 East Carrillo Street, Suite A
Santa Barbara, CA 93101",805-730-1710,"34.424926,-119.698567",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,-3,3,8,B,,,
Buddy,Carter,House,gacarterbuddy.jpg,C001103,,Georgia,,,Republican,,,"82-11 37th Avenue, Suite 402
Queens, NY 11372",718-779-1400 ,"40.7500176,-73.8839356","2800 Bruckner Boulevard, Suite 301
Bronx, NY 10465",718-931-1400 ,"40.831147,-73.830665",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,C,,,
John,Carter,House,txcarterjohnr.jpg,C001051,JudgeCarter,Texas,,,Republican,,,"110 First Street
Cambridge, MA 02141",617-621-6208 ,"42.3678607,-71.0773053",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Matthew,Cartwright,House,pacartwrightmatthewa.jpg,C001090,RepCartwright,Pennsylvania,,,Democrat,,,"1061 Riverside Avenue, Suite 100
Jacksonville, FL 32204",904-598-0481,"30.3129374,-81.6778277",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
Bob,Casey,Senate,pacaseybobjr.jpg,C001070,SenBobCasey,Pennsylvania,(202) 224-6324,http://www.casey.senate.gov/contact,Democrat,"Grant Building, Suite 2415
310 Grant Street
Pittsburgh, PA 15219",412-803-7370,"40.4366669,-79.9983296","17 South Park Row, Suite B-150
Erie, PA 16501",814-874-5080,"42.1289302,-80.0842229","817 East Bishop Street, Suite C
Bellefonte, PA 16823",814-357-0314,"40.9140601,-77.7618186","417 Lackawanna Avenue, Suite 303
Scranton, PA 18503",570-941-0930,"41.407288,-75.665624","840 Hamilton Street, Suite 301
Allentown, PA 18101",610-782-9470,"40.6010681,-75.4751457","22 South Third Street, Suite 6A
Harrisburg, PA 17101",717-231-7540,"40.2602772,-76.8798999","2000 Market Street, Suite 610
Philadelphia, PA 19103",215-405-9660,"39.9531883,-75.17383",,,,June 26: politicalpartytime.org/party/39187/,,-,1,,,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,8,B,,,
Bill,Cassidy,Senate,lacassidybill.jpg,C001075,billcassidy,Louisiana,(202) 224-5824,http://www.cassidy.senate.gov/content/contact-bill,Republican,"5555 Hilton Avenue, Suite 100
Baton Rouge, LA 70808",225-929-7711,"30.761901,-90.6198803","3421 North Causeway Boulevard, Suite 204
Metairie, LA 70002",504-838-0130,"30.0113313,-90.1541104","101 La Rue France, Suite 505
Lafayette, LA 70508",337-261-1400,"30.194886,-92.014623",,,,,,,,,,,,,,,,,,1,-4,,,0,0,0,0,0,0,4,-2,3,0,-4,-3,0,-3,-2,-3,1,0,0,0,-9,D-,,,
Kathy,Castor,House,flcastorkathy.jpg,C001066,USRepKCastor,Florida,,,Democrat,,,"10000 Memorial Drive, Suite 620
Houston, TX 77024-3490",713-682-8828,"29.7786317,-95.482398",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,-3,3,2,C-,,,
Joaquin,Castro,House,txcastrojoaquin.jpg,C001091,JoaquinCastrotx,Texas,,,Democrat,,,"Thomas F. Eagleton Courthouse, Suite 24.344
111 South 10th Street
St. Louis, MO 63102",314-367-1970,"38.6254195,-90.1970195","6830 Gravois Avenue
St. Louis, MO 63116-1137",314-669-9393,"38.5704092,-90.2844129","1281 Graham Road, Suite 202
Florissant, MO 63031",314-383-5240 ,"38.7764617,-90.335524",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,3,3,8,B,,,
Steve,Chabot,House,ohchabotsteve.jpg,C000266,RepSteveChabot,Ohio,,,Republican,,,"One Financial Center, Suite 303
1717 North IH 35
Round Rock, TX 78664", 512-246-1600 ,"30.5041381,-97.6602365","6544B South General Bruce Drive
Temple, TX 76502",254-933-1392 ,"31.0717715,-97.4233868",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,12,A,,,
Jason,Chaffetz,House,utchaffetzjason.jpg,C001076,JasonInTheHouse,Utah,,,Republican,,,"Sugg Clinic Office Building, Suite 213
100 East 13th Street
Ada, OK 74820-6548",580-436-5375,"34.7723476,-96.6764632","711 SW D Avenue, Suite 201
Lawton, OK 73501",580-357-2131 ,"34.604371,-98.399556","2424 Springer Drive, Suite 201
Norman, OK 73069",405-329-6500 ,"35.2053158,-97.4788041",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,-2,3,0,0,0,0,0,0,0,1,0,-3,3,6,C+,,,
Judy,Chu,House,cachujudy.jpg,C001080,RepJudyChu,California,,,Democrat,,,"855 M Street, Suite 940
Fresno, CA 93721",559-495-1620 ,"36.7345607,-119.7858371","2222 M Street, Suite 305
Merced, CA 95340",209-384-1620,"37.3070895,-120.4812867",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
David,Cicilline,House,ricicillinedavidn.jpg,C001084,RepCicilline,Rhode Island,,,Democrat,,,"211 West Maple Avenue
Independence, MO 64050",816-833-4545,"39.0926561,-94.4176503","101 West 31st Street
Kansas City, MO 64108",816-842-4545,"39.070874,-94.587124","1923 Main Street
Higginsville, MO 64037",660-584-7373,"39.0751906,-93.7170754",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,4,3,3,18,A+,,,
Katherine,Clark,House,maclarkkatherine.jpg,C001101,,Massachusetts,,,Democrat,,,"6 Desta Drive, Suite 2000
Midland, TX 79705",432-687-2390,"32.030319,-102.08578","County Annex
104 West Sandstone
Llano, TX 78643",325-247-2826 ,"30.7593452,-98.6750379","City Hall, 5th Floor
411 West 8th Street
Odessa, TX 79761",432-331-9667,"31.848779,-102.3748667","33 East Twohig, Suite 307
San Angelo, TX 76903","
325-659-4010","31.4614295,-100.435568","Brownwood City Hall
501 Center Avenue
Brownwood, TX 76801",325-646-1950 ,"31.719736,-98.9835997","132 Houston Street
Granbury, TX 76048",682-936-2577 ,"32.44305,-97.787906",,,,,,,,,,,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,4,0,3,3,15,A+,,,
Yvette,Clarke,House,nyclarkeyvetted.jpg,C001067,YvetteClarke,New York,,,Democrat,,,"100 North F.M. 3167
Rio Grande City, TX 78582", 956-424-3942,"26.4014912,-98.8369221","615 East Houston Street, Suite 563
San Antonio, TX 78205",210-271-2851 ,"29.4264599,-98.4892327","602 East Calton Road, Suite 2
Laredo, TX 78041",956-725-0639 ,"27.54238,-99.488821",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,3,3,17,A+,,,
Curtis,Clawson,House,flclawsoncurtis.jpg,C001102,,Florida,,,Republican,,,"4144 North Armenia Avenue, Suite 300
Tampa, FL 33609",813-871-2817,"27.977138,-82.4851575",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,?,?,,,
Wm.,Clay,House,moclaywilliamlacy.jpg,C001049,,Missouri,,,Democrat,,,"123 Linden Boulevard, Fourth Floor
Brooklyn, NY 11226",718-287-1142 ,"40.6470923,-73.9536163",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,12,A,,,
Emanuel,Cleaver,House,mocleaveremanuelii.jpg,C001061,RepCleaver,Missouri,,,Democrat,,,"Clifford Davis/Odell Horton Federal Building, Suite 369
167 North Main Street
Memphis, TN 38103",901-544-4131 ,"35.149687,-90.0515906",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,-2,3,0,0,0,0,0,0,0,4,0,3,3,15,A+,,,
Jim,Clyburn,House,scclyburnjamese.jpg,C000537,Clyburn,South Carolina,,,Democrat,,,"77 Hazard Avenue, Unit J
Enfield, CT 06082",860-741-6011 ,"41.9904516,-72.5722627","55 Main Street, Suite 250
Norwich, CT 06360",860-886-0139 ,"41.5243623,-72.078745",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,12,A,,,
Daniel,Coats,Senate,incoatsdan.jpg,C000542,SenDanCoats,Indiana,(202) 224-5623,http://www.coats.senate.gov/contact/,Republican,"10 West Market Street, 1650 Market Tower
Indianapolis, IN 46204",317-554-0750,"39.7713425,-86.1573709","11035 Broadway, Suite A
Crown Point, IN 46307",219-663-2595,"41.4167368,-87.3349534","101 Martin Luther King Jr. Boulevard Evansville, IN 47708",812-465-6500,"37.975188,-87.567486","2 East McClain Avenue, Suite 2-A
Scottsburg, IN 47170",812-754-0520,"38.685966,-85.7702322","1300 South Harrison Street, Suite 3161
Fort Wayne, IN 46802",260-426-3151,"41.0737372,-85.1404535",,,,,,,,,,,,-,-4,,,0,0,0,0,0,0,0,0,0,0,-4,-3,0,-3,-2,-3,-4,0,0,0,-19,F,,,
Thad,Cochran,Senate,mscochranthad.jpg,C000567,SenThadCochran,Mississippi,(202) 224-5054,http://www.cochran.senate.gov/public/index.cfm/email-me,Republican,"2012 15th Street, Suite 451
Gulfport, MS 39501",228-867-9710,"30.3692765,-89.0862372","U.S. Federal Court House, Suite 249
911 East Jackson Avenue
Oxford, MS 38655",662-236-1018,"34.3672092,-89.5213773","190 East Capitol Street, Suite 550
Jackson, MS 39201",601-965-4459,"32.3004695,-90.1866746",,,,,,,,,,,,,,,,,,-,-4,,,0,0,0,0,0,0,0,0,0,0,-4,-3,0,-3,-2,-3,-4,0,0,0,-19,F,,,
Mike,Coffman,House,cocoffmanmike.jpg,C001077,RepMikeCoffman,Colorado,,,Republican,,,"300 East Fall Creek Parkway North Drive, Suite 300
Indianapolis, IN 46205-4258",317-283-6516,"39.8063243,-86.1513962",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,-3,3,8,B,,,
Steve,Cohen,House,tncohensteve.jpg,C001068,RepCohen,Tennessee,,,Democrat,,,"51 South University Avenue, Suite 318
Provo, UT 84601",801-851-2500,"40.232986,-111.6578512",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,4,3,3,18,A+,,,
Tom,Cole,House,okcoletom.jpg,C001053,TomColeOK04,Oklahoma,,,Republican,,,"Cherry Creek Place IV, Suite 305
3300 South Parker Road
Aurora, CO 80014",720-748-7514,"39.6294272,-104.8252174",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Chris,Collins,House,nycollinschris.jpg,C001092,RepChrisCollins,New York,,,Republican,,,"2241-D Tacketts Mill Drive
Woodbridge, VA 22192",571-408-4407 ,"38.6752583,-77.2815925","4115 Annandale Road, Suite 103
Annandale, VA 22003",703-256-3071,"38.8339208,-77.1968182",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
Doug,Collins,House,gacollinsdoug.jpg,C001093,RepDougCollins,Georgia,,,Republican,,,"527 South Lake Avenue, Suite 106
Pasadena, CA 91101",626-304-0110 ,"34.136717,-118.13271","415 West Foothill Boulevard, Suite 122
Claremont, CA 91711",909-625-5394,"34.1079585,-117.7212331",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,4,3,3,12,A,,,
Susan,Collins,Senate,mecollinssusan.jpg,C001035,SenatorCollins,Maine,(202) 224-2523,http://www.collins.senate.gov/public/index.cfm/email,Republican,"202 Harlow Street, Room 20100
Bangor, ME 04401",207-945-0417,"44.8047394,-68.7738703","160 Main Street
Biddeford, ME 04005",207-283-1101,"43.4931882,-70.4548228","55 Lisbon Street
Lewiston, ME 04240",207-784-6969,"44.097439,-70.217972","68 Seawall Street, Room 507
Augusta, ME 04330",207-622-8414,"44.3030085,-69.7871612","25 Sweden Street, Suite A
Caribou, ME 04736",207-493-7873,"46.860458,-68.013198","1 Canal Plaza, Suite 802
Portland, ME 04101",207-780-3575,"43.6566354,-70.2551373",,,,,,,,,-,-4,,,0,0,0,0,0,0,0,0,0,0,-4,-3,0,-3,-2,-3,-4,0,0,0,-19,F,,,
Barbara,Comstock,House,vacomstockbarbara.jpg,C001105,,Virginia,,,Republican,,,"233 North King Street, Suite 200
Wilmington, DE 19801",302-691-7333,"39.73934,-75.5511639","33 The Circle
Georgetown, DE 19947",302-854-0667,"38.6900629,-75.3853596",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0,-2,D+,,,
Mike,Conaway,House,txconawaymike.jpg,C001062,ConawayTX11,Texas,,,Republican,,,"1070 Main Street, Suite 300
Pawtucket, RI 02860",401-729-5600,"41.861105,-71.3988447",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-4,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-11,F,,,
Gerald,Connolly,House,vaconnollygeralde.jpg,C001078,GerryConnolly,Virginia,,,Democrat,,,"112 South 1st
Cabot, AR 72023",501-843-3043,"34.9730839,-92.0167238","2400 Highland Drive, Suite 300
Jonesboro, AR 72401",870-203-0540,"35.8220219,-90.6760171","1001 Highway 62 East, Suite 9
Mountain Home, AR 72653",870-424-2075 ,"36.3495776,-92.3709329",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,12,A,,,
John,Conyers,House,miconyersjohnjr.jpg,C000714,RepJohnConyers,Michigan,,,Democrat,,,"226 Wyoming Avenue
Scranton, PA 18503",570-341-1050,"41.4093892,-75.6643833","121 Progress Avenue, Suite 310
Pottsville, PA 17901",570-624-0140,"40.6864175,-76.1950516","400 Northampton, Suite 307
Easton, PA 18042",484-546-0776 ,"40.690814,-75.2112439",,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,4,-2,3,0,0,0,0,0,0,0,1,0,3,3,14,A,,,
Paul,Cook,House,cacookpaul.jpg,C001094,RepPaulCook,California,,,Republican,,,"727 E. Cesar E. Chavez Boulevard, Suite B-128
San Antonio, TX 78206",210-348-8216 ,"29.4175269,-98.4846276",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,3,0,0,0,0,0,0,0,1,0,-3,3,2,C-,,,
Chris,Coons,Senate,decoonschristophera.jpg,C001088,SenCoonsOffice,Delaware,(202) 224-5042,http://www.coons.senate.gov/contact/,Democrat,"1105 N. Market St.
Suite 100
Wilmington, DE 19801-1233",(302) 573-6345,"39.7473729,-75.5471608","500 West Loockerman Street
Suite 450
Dover, DE 19904",(302) 736-5601,"39.1566952,-75.5312889",,,,,,,,,,,,,,,,,,,,,4,1,,,3,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,0,0,11,A-,,,
Jim,Cooper,House,tncooperjim.jpg,C000754,RepJimCooper,Tennessee,,,Democrat,,,"2813 Wehrle Drive, Suite 13
Williamsville, NY 14221",716-634-2324 ,"42.9552643,-78.6780537","128 Main Street, Unit 2
Geneseo, NY 14454",585-519-4002,"42.794794,-77.817404",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,-3,-3,-7,D,,,
